GHGRP FACILITY ID,FRS ID (FACILITY),REPORTING YEAR,FACILITY NAME,FACILITY ADDRESS,FACILITY CITY,FACILITY STATE,FACILITY ZIP,FACILITY COUNTY,PARENT COMPANY NAME,PARENT CO. STREET ADDRESS,PARENT CO. CITY,PARENT CO. STATE,PARENT CO. ZIP,PARENT CO. PERCENT OWNERSHIP,FACILITY NAICS CODE,Facility Id,Latitude,Longitude,_source_sheet
1003600.0,110028214402.0,2023.0,Unionville Storage Compressor Station,452 Golf Course Road,Dubach,LA,71235,LINCOLN PARISH,ENERGY TRANSFER LP,"8111 Westchester Dr, Suite 600",Dallas,TX,75225,100.0,486210.0,1003600,32.67866,-92.601136,Direct Point Emitters
1003601.0,110003616196.0,2023.0,RIVERVIEW LAND PERSERVE,20863 GRANGE ROAD,RIVERVIEW,MI,48192,WAYNE COUNTY,CITY OF RIVERVIEW MICHIGAN,14100 Civic Park Drive,Riverview,MI,48193,100.0,562212.0,1003601,42.156323,-83.212122,Direct Point Emitters
1003605.0,110071161287.0,2023.0,CITY OF MUSCATINE LANDFILL,3700 Highway 61,Blue Grass,IA,52726,MUSCATINE COUNTY,COUNTY OF MUSCATINE IOWA,1000 South Houser,Muscatine,IA,52761,100.0,562212.0,1003605,41.477419,-90.943847,Direct Point Emitters
1003607.0,110000422908.0,2023.0,"Dunn Paper - Ladysmith, LLC",1215 E WORDEN AVE,LADYSMITH,WI,54848,RUSK COUNTY,COMPLETE PAPER INC,"44 Milton Ave, Suite 307",Alpharetta,GA,30009,100.0,322120.0,1003607,45.46343,-91.08877,Direct Point Emitters
1003609.0,110043792278.0,2023.0,Lenzing Fibers Inc.,12950 US Highway 43 North,Axis,AL,36505,MOBILE COUNTY,LENZING FIBERS INC,12950 Us Highway 43 North,Axis,AL,36505,100.0,325220.0,1003609,30.960964,-88.024936,Direct Point Emitters
1003610.0,110020506460.0,2023.0,CHEVRON PRODS.CO. RICHMOND REFY,841 CHEVRON WAY,RICHMOND,CA,94801,CONTRA COSTA COUNTY,CHEVRON CORP,6001 Bollinger Canyon Road,San Ramon,CA,94583,100.0,324110.0,1003610,37.938779,-122.396453,Direct Point Emitters
1003611.0,110012625169.0,2023.0,PAINTED DESERT LANDFILL,9001 N PORTER AVE,JOSEPH CITY,AZ,86032,NAVAJO COUNTY,WASTE MANAGEMENT INC,"800 Capitol, Suite 3000",Houston,TX,77002,100.0,562212.0,1003611,34.997433,-110.33908,Direct Point Emitters
1003612.0,110013373278.0,2023.0,IRONWOOD LANDFILL,12720 E HWY 287,FLORENCE,AZ,85232,PINAL COUNTY,WASTE MANAGEMENT INC,"800 Capitol, Suite 3000",Houston,TX,77002,100.0,562212.0,1003612,33.00781,-111.43122,Direct Point Emitters
1003614.0,110071161428.0,2023.0,Hillside Landfill,,Sherman,TX,75091,GRAYSON COUNTY,WASTE MANAGEMENT INC,"800 Capitol, Suite 3000",Houston,TX,77002,100.0,562212.0,1003614,33.580772,-96.534544,Direct Point Emitters
1003615.0,110011376956.0,2023.0,JEFFERSON COUNTY LANDFILL,6000 GRAVEL PIT RD,PINE BLUFF,AR,71602,JEFFERSON COUNTY,WASTE MANAGEMENT INC,"800 Capitol, Suite 3000",Houston,TX,77002,100.0,562212.0,1003615,34.339528,-92.185611,Direct Point Emitters
1003616.0,110063277635.0,2023.0,MUSKOGEE COMMUNITY LNDFLL,2801 S 54TH ST W,MUSKOGEE,OK,74401,MUSKOGEE COUNTY,WASTE MANAGEMENT INC,"800 Capitol, Suite 3000",Houston,TX,77002,100.0,562212.0,1003616,35.71785,-95.42943,Direct Point Emitters
1003619.0,110013930906.0,2023.0,Okeechobee Landfill,10800 N. E. 128th Avenue,Okeechobee,FL,34973,OKEECHOBEE COUNTY,WASTE MANAGEMENT INC,"800 Capitol, Suite 3000",Houston,TX,77002,100.0,562212.0,1003619,27.342694,-80.689387,Direct Point Emitters
1003620.0,110043782500.0,2023.0,C&C LANDFILL,14800 P DRIVE NORTH,MARSHALL,MI,49068,CALHOUN COUNTY,REPUBLIC SERVICES INC,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100.0,562212.0,1003620,42.356243,-85.009915,Direct Point Emitters
1003621.0,110018859458.0,2023.0,CANADIAN VALLEY LANDFILL,48210 E INDEPENDENCE,SHAWNEE,OK,74801,POTTAWATOMIE COUNTY,REPUBLIC SERVICES INC,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100.0,562212.0,1003621,35.347587,-96.803468,Direct Point Emitters
1003622.0,110071161997.0,2023.0,EPPERSON WASTE DISPOSAL,2360 CYNTHIANA ROAD,WILLIAMSTOWN,KY,41097,GRANT COUNTY,REPUBLIC SERVICES INC,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100.0,562212.0,1003622,38.621944,-84.533611,Direct Point Emitters
1003623.0,110001847761.0,2023.0,FOREST LAWN LANDFILL,8230 WEST FOREST LAWN RD,THREE OAKS,MI,49128,BERRIEN COUNTY,REPUBLIC SERVICES INC,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100.0,562212.0,1003623,41.775968,-86.654864,Direct Point Emitters
1003624.0,110060549526.0,2023.0,JEFFERSON CITY LANDFILL,5605 MOREAU RIVER ACCESS ROAD,JEFFERSON CITY,MO,65101,COLE COUNTY,REPUBLIC SERVICES INC,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100.0,562212.0,1003624,38.54066,-92.10316,Direct Point Emitters
1003625.0,110070748020.0,2023.0,KESTREL HAWK LANDFILL,1989 OAKES RD,RACINE,WI,53406,RACINE COUNTY,REPUBLIC SERVICES INC,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100.0,562212.0,1003625,42.708385,-87.860528,Direct Point Emitters
1003626.0,110009390701.0,2023.0,Laubscher Meadows Landfill,2020 LAUBSCHER RD,EVANSVILLE,IN,47720,VANDERBURGH COUNTY,REPUBLIC SERVICES INC,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100.0,562212.0,1003626,38.040318,-87.591242,Direct Point Emitters
1003627.0,110018156564.0,2023.0,LEE COUNTY LANDFILL,1214 S BATAAN RD,DIXON,IL,61021,LEE COUNTY,REPUBLIC SERVICES INC,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100.0,562212.0,1003627,41.734287,-89.294905,Direct Point Emitters
1003628.0,110071161629.0,2023.0,DAVIESS COUNTY LANDFILL,1640 N 650E,MONTGOMERY,IN,47558,DAVIESS COUNTY,DAVIESS COUNTY BOARD OF COMMISSIONERS,200 East Walnut Street,Washington,IN,47501,100.0,562212.0,1003628,38.67903,-87.045808,Direct Point Emitters
1003629.0,110014340196.0,2023.0,Eastern Gas Transmission and Storage - Ellisburg Station (Stor),685 Pump Station Road,Genesee Twp.,PA,16923,POTTER COUNTY,BERKSHIRE HATHAWAY INC,"3555 Farnam Street, Suite 1140",Omaha,NE,68131,100.0,486210.0,1003629,41.9258,-77.8927,Direct Point Emitters
1003631.0,110043812363.0,2023.0,US ARMY FORT BLISS,1741 MARSHALL ROAD,EL PASO,TX,79916,EL PASO COUNTY,US GOVERNMENT,,,,,,928110.0,1003631,31.820019,-106.431044,Direct Point Emitters
1003633.0,110000450752.0,2023.0,Twin Rivers Pine Bluff LLC,1701 Jefferson Parkway,White Hall,AR,71602,JEFFERSON COUNTY,TWIN RIVERS PAPER CO LLC,1701 Jefferson Parkway,White Hall,AR,71602,100.0,322120.0,1003633,34.2667,-92.0334,Direct Point Emitters
1003636.0,110000481979.0,2023.0,J R SIMPLOT COMPANY,12688 S. COLORADO AVE.,HELM,CA,93627,FRESNO COUNTY,JR SIMPLOT CO,1099 W Front Street,Boise,ID,83702,100.0,325311.0,1003636,36.551156,-120.113717,Direct Point Emitters
1003637.0,110060012409.0,2023.0,"Pennsylvania Grain Processing, LLC",250 Technology Drive,Clearfield,PA,16830,CLEARFIELD COUNTY,PENNSYLANIA GRAIN PROCESSING LLC,250 Technology Drive,Clearfield,PA,16830,100.0,325193.0,1003637,41.02828,-78.42462,Direct Point Emitters
1003639.0,110007019001.0,2023.0,TEMPLE RECYCLING AND DISPOSAL FACILITY,706 LANDFILL RD,TEMPLE,TX,76501,BELL COUNTY,WASTE MANAGEMENT INC,"800 Capitol, Suite 3000",Houston,TX,77002,100.0,562212.0,1003639,31.07982,-97.3089,Direct Point Emitters
1003642.0,110071161404.0,2023.0,New York State Electric and Gas,18 Link Drive,Binghamton,NY,13904,BROOME COUNTY,AVANGRID INC,180 Marsh Hill Road,Orange,CT,06477,100.0,221210.0,1003642,42.10448,-75.8245,LDC - Direct Emissions
1003643.0,110070834974.0,2023.0,PHOENIX CEMENT COMPANY\S CLARKDALE FACILITY,601 NORTH CEMENT PLANT ROAD,CLARKDALE,AZ,86324,YAVAPAI COUNTY,PHOENIX CEMENT CO,"8800 East Chaparral Road, Suite 155",Scottsdale,AZ,85250,100.0,327310.0,1003643,34.779716,-112.083801,Direct Point Emitters
1003645.0,110028042222.0,2023.0,HAL C WEAVER POWER PLANT,215 E 24TH,AUSTIN,TX,78713,TRAVIS COUNTY,UNIVERSITY OF TEXAS SYSTEM,110 Inner Campus Drive,Austin,TX,78712,100.0,221112.0,1003645,30.28724,-97.73589,Direct Point Emitters
1003646.0,110070435094.0,2023.0,COASTAL PLAINS RECYCLING AND DISPOSAL FACILITY,21000 E HIGHWAY 6,ALVIN,TX,77511,GALVESTON COUNTY,WASTE MANAGEMENT INC,"800 Capitol, Suite 3000",Houston,TX,77002,100.0,562212.0,1003646,29.409445,-95.19561,Direct Point Emitters
1003647.0,110070321118.0,2023.0,SAGUARO POWER COMPANY,435 FOURTH STREET  HENDERSON,HENDERSON,NV,89009,CLARK COUNTY,NightPeak Energy,1111 Broadway 3rd Floor,Oakland,CA,94607,100.0,221112.0,1003647,36.037561,-114.976159,Direct Point Emitters
1003649.0,110071159446.0,2023.0,PREPA San Juan Steam Power Plant,,SAN JUAN,PR,936,SAN JUAN MUNICIPIO,PUERTO RICO ELECTRIC POWER AUTHORITY,1110 Avenue Ponce De Leon,San Juan,PR,00907,100.0,221112.0,1003649,18.4275,-66.1052,Direct Point Emitters
1003650.0,110071159738.0,2023.0,PREPA Palo Seco Steam Power Plant,PR-165 KM 30.8,Toa Baja,PR,949,TOA BAJA MUNICIPIO,PUERTO RICO ELECTRIC POWER AUTHORITY,1110 Avenue Ponce De Leon,San Juan,PR,00907,100.0,221112.0,1003650,18.430585,-66.224817,Direct Point Emitters
1003651.0,110071159297.0,2023.0,PREPA Daguao Turbine Power Block,PR-03 KM 58.3,CEIBA,PR,735,CEIBA MUNICIPIO,PUERTO RICO ELECTRIC POWER AUTHORITY,1110 Avenue Ponce De Leon,San Juan,PR,00907,100.0,221112.0,1003651,18.243581,-65.653972,Direct Point Emitters
1003652.0,110000534100.0,2023.0,"HERMISTON GENERATING COMPANY, L.P.",78145 WESTLAND RD.,HERMISTON,OR,97838,UMATILLA COUNTY,PERENNIAL POWER HOLDINGS INC,600 3rd Avenue,New York,NY,10016-2026,50.0,221112.0,1003652,45.8042,-119.37,Direct Point Emitters
1003654.0,110000449587.0,2023.0,WESTLAKE POLYMERS LP - POLYETHYLENE I & II PLANTS,3525 CITIES SERVICE HWY,SULPHUR,LA,70665,CALCASIEU PARISH,WESTLAKE CHEMICAL CORP,"2801 Post Oak Blvd, Suite 600",Houston,TX,77056,100.0,325211.0,1003654,30.196621,-93.32629,Direct Point Emitters
1003655.0,110071162164.0,2023.0,WESTLAKE PETROCHEMICALS LP - ETHYLENE MANUFACTURING COMPLEX (PETRO I/PETRO II),900 EAST HWY 108,SULPHUR,LA,70665,CALCASIEU PARISH,WESTLAKE CHEMICAL CORP,"2801 Post Oak Blvd, Suite 600",Houston,TX,77056,100.0,325110.0,1003655,30.161776,-93.379206,Direct Point Emitters
1003656.0,,2023.0,WD 73 A-D Platform,,Offshore,LA,0,,W&T OFFSHORE INC,"5718 Westheimer Road, Suite 700",Houston,TX,77057,100.0,211120.0,1003656,28.9436,-89.7065,Direct Point Emitters
1003657.0,110071162075.0,2023.0,Stateline Compressor Station,1155 EIH 20 S,Waskom,TX,75692,HARRISON COUNTY,ENERGY TRANSFER LP,"8111 Westchester Dr, Suite 600",Dallas,TX,75225,100.0,486210.0,1003657,32.46806,-94.073059,Direct Point Emitters
1003661.0,110063648888.0,2023.0,OHIO WASTE SYS SUBURBAN SOUTH RECYCLING & DISPOSAL,3415 TOWNSHIP ROAD 447,GLENFORD,OH,43739,PERRY COUNTY,WASTE MANAGEMENT INC,"800 Capitol, Suite 3000",Houston,TX,77002,100.0,562212.0,1003661,39.883293,-82.305511,Direct Point Emitters
1003665.0,110000482503.0,2023.0,GENENTECH INCORPORATED,1 DNA WAY,SOUTH SAN FRANCISCO,CA,94080,SAN MATEO COUNTY,ROCHE HOLDINGS INC,1 Dna Way,South San Francisco,CA,94080,100.0,325414.0,1003665,37.65701,-122.37822,Direct Point Emitters
1003666.0,110007326848.0,2023.0,SMITH GAP REGIONAL LANDFILL,8484 BRADSHAW RD,SALEM,VA,24153,ROANOKE COUNTY,COUNTY OF ROANOKE VIRGINIA,1020 Hollins Road N.E.,Roanoke,VA,24012,100.0,562212.0,1003666,37.2891,-80.2134,Direct Point Emitters
1003668.0,110005981928.0,2023.0,CLEVELAND-CLIFFS PLATE LLC-COATESVILLE,139 MODENA RD,COATESVILLE,PA,19320,CHESTER COUNTY,CLEVELAND-CLIFFS INC,"200 Public Square, Suite 3300",Cleveland,OH,44114,100.0,331110.0,1003668,39.98301,-75.82791,Direct Point Emitters
1003669.0,110056954808.0,2023.0,Cleveland-Cliffs Minorca Mine,5950 Old Highway 53,Virginia,MN,55792,ST. LOUIS COUNTY,CLEVELAND-CLIFFS INC,"200 Public Square, Suite 3300",Cleveland,OH,44114,100.0,212210.0,1003669,47.5607,-92.520349,Direct Point Emitters
1003670.0,110071162431.0,2023.0,PETRO STAR INC NORTH POLE REFINERY,1200 H AND H LANE,NORTH POLE,AK,99705,FAIRBANKS NORTH STAR BOROUGH,ARCTIC SLOPE REGIONAL CORP,3900 C Street Suite 801,Anchorage,AK,99503,100.0,324110.0,1003670,64.749575,-147.377411,Direct Point Emitters
1003676.0,110001917436.0,2023.0,ROOSEVELT REGIONAL LANDFILL,500 ROOSEVELT GRADE ROAD,ROOSEVELT,WA,99356,KLICKITAT COUNTY,REPUBLIC SERVICES INC,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100.0,562212.0,1003676,45.802,-120.182,Direct Point Emitters
1003679.0,110033204887.0,2023.0,SUNSHINE CANYON LANDFILL,14747 SAN FERNANDO ROAD,SYLMAR,CA,91342,LOS ANGELES COUNTY,REPUBLIC SERVICES INC,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100.0,562212.0,1003679,34.32423,-118.50343,Direct Point Emitters
1003680.0,110070092140.0,2023.0,SYCAMORE LANDFILL,8514 MAST BLVD,SANTEE,CA,92071,SAN DIEGO COUNTY,REPUBLIC SERVICES INC,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100.0,562212.0,1003680,32.862911,-117.027864,Direct Point Emitters
1003681.0,110071161917.0,2023.0,WTX - CS Red River CS No. 1 (Wheeler),,WHEELER,TX,79096,WHEELER COUNTY,ONEOK INC,100 West Fifth Street,Tulsa,OK,74103,100.0,486210.0,1003681,35.4144,-100.2286,Direct Point Emitters
1003682.0,110071162449.0,2023.0,WTX - CS Red River CS No. 2 (Lamesa),,LAMESA,TX,79331,DAWSON COUNTY,ONEOK INC,100 West Fifth Street,Tulsa,OK,74103,100.0,486210.0,1003682,32.7047222,-102.1805556,Direct Point Emitters
1003683.0,110002373486.0,2023.0,CITY OF GLENDALE - LANDFILL,11480 WEST GLENDALE AVENUE,GLENDALE,AZ,85301,MARICOPA COUNTY,CITY OF GLENDALE - AZ,5850 W Glendale Ave,Glendale,AZ,85301,100.0,562212.0,1003683,33.54177,-112.29988,Direct Point Emitters
1003686.0,110001294297.0,2023.0,OAKLAND HEIGHTS DEVELOPMENT LANDFILL,2350 BROWN ROAD,AUBURN HILLS,MI,48326,OAKLAND COUNTY,REPUBLIC SERVICES INC,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100.0,562212.0,1003686,42.708547,-83.247952,Direct Point Emitters
1003687.0,110001301216.0,2023.0,SAUK TRAIL HILLS LANDFILL,5011 LILLEY ROAD,CANTON TWP,MI,48188,WAYNE COUNTY,REPUBLIC SERVICES INC,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100.0,562212.0,1003687,42.269854,-83.456076,Direct Point Emitters
1003688.0,110056970461.0,2023.0,"STEEL DYNAMICS, INC. (SDI)",8000 NORTH COUNTY ROAD 225 EAST,PITTSBORO,IN,46167,HENDRICKS COUNTY,STEEL DYNAMICS INC,7575 West Jefferson Boulevard,Ft. Wayne,IN,46804,100.0,331110.0,1003688,39.876783,-86.482113,Direct Point Emitters
1003689.0,110069522662.0,2023.0,Alon Bakersfield Refining,6451 Rosedale Highway,Bakersfield,CA,93308,KERN COUNTY,GLOBAL CLEAN ENERGY,"2790 Skypark Drive, Suite 105",Torrance,CA,90505,100.0,324110.0,1003689,35.3809,-119.07242,Direct Point Emitters
1003691.0,110071161155.0,2023.0,NEWTON COUNTY LANDFILL,2266 E 500 SOUTH ROAD,BROOK,IN,47922,NEWTON COUNTY,REPUBLIC SERVICES INC,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100.0,562212.0,1003691,40.867997,-87.361221,Direct Point Emitters
1003692.0,110012138846.0,2023.0,UNITED REFUSE LANDFILL,5000 SMITH RD,FORT WAYNE,IN,46809,ALLEN COUNTY,REPUBLIC SERVICES INC,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100.0,562212.0,1003692,41.037617,-85.208453,Direct Point Emitters
1003693.0,110014015939.0,2023.0,TRI-K LANDFILL INC,1905 KENTUCKY HIGHWAY 3249,STANFORD,KY,40484,LINCOLN COUNTY,REPUBLIC SERVICES INC,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100.0,562212.0,1003693,37.468889,-84.675556,Direct Point Emitters
1003694.0,110060454716.0,2023.0,DOZIT COMPANY LANDFILL,4075 STATE ROUTE 360,MORGANFIELD,KY,42437,UNION COUNTY,REPUBLIC SERVICES INC,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100.0,562212.0,1003694,37.738458,-87.97591,Direct Point Emitters
1003695.0,110043812719.0,2023.0,WILLIAMS COUNTY LANDFILL,12539 COUNTY ROAD G,BRYAN,OH,43506,WILLIAMS COUNTY,REPUBLIC SERVICES INC,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100.0,562212.0,1003695,41.518,-84.587,Direct Point Emitters
1003696.0,110005983481.0,2023.0,UPPER ROCK ISLAND COUNTY LANDFILL,17201 20TH AVENUE NORTH,EAST MOLINE,IL,61244,ROCK ISLAND COUNTY,REPUBLIC SERVICES INC,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100.0,562212.0,1003696,41.53668,-90.379678,Direct Point Emitters
1003697.0,110018150374.0,2023.0,ROXANA LANDFILL,4600 CAHOKIA CREEK RD,ROXANA,IL,62084,MADISON COUNTY,REPUBLIC SERVICES INC,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100.0,562212.0,1003697,38.822929,-90.014801,Direct Point Emitters
1003698.0,110055508650.0,2023.0,Salt Creek CO2 Supplier,,Midwest,WY,82643,NIOBRARA COUNTY,DENBURY INC,5851 Legacy Circle,Plano,TX,75024,23.0,211120.0,1003698,,,
1003699.0,110071159611.0,2023.0,Laurens Commission of Public Works,212 Church Street,Laurens,SC,29360,LAURENS COUNTY,COMMISSION OF PUBLIC WORKS CITY OF LAURENS SOUTH CAROLINA,212 Church Street,Laurens,SC,29360-0349,100.0,221210.0,1003699,,,
1003700.0,,2023.0,CHS Inc.,5500 CENEX DRIVE,INVER GROVE HEIGHTS,MN,55077,DAKOTA,CHS INC,5500 Cenex Drive,Inver Grove Heights,MN,55077,100.0,424720.0,1003700,,,
1003701.0,110071162321.0,2023.0,"FORT RILEY, ARMY",407 PERSHING CT.,FORT RILEY,KS,66442,GEARY COUNTY,US GOVERNMENT,,,,,,928110.0,1003701,39.06585,-96.779438,Direct Point Emitters
1003702.0,110043802757.0,2023.0,Aera Energy Buena Fe,29235 Highway 33,Maricopa,CA,93252,KERN COUNTY,"Oaktree Capital Group, LLC","333 South Grand Ave., 28th Floor",Los Angeles,CA,90071,9.6,211120.0,1003702,35.09233,-119.407371,Direct Point Emitters
1003703.0,110042793965.0,2023.0,UNIVERSITY OF MISSOURI MU POWER PLANT,401 East Stewart Street,COLUMBIA,MO,65211,BOONE COUNTY,UNIVERSITY OF MISSOURI SYSTEM,MU EHS - General Services Building,Columbia,MO,65211,100.0,611310.0,1003703,38.94601,-92.33328,Direct Point Emitters
1003704.0,110071161219.0,2023.0,NEW ULM PUBLIC UTILITIES MUNICIPAL POWER,310 NORTH 1ST STREET,NEW ULM,MN,56073,BROWN COUNTY,CITY OF NEW ULM PUBLIC UTILITIES COMMISSION,310 First North Street,New Ulm,MN,56073,100.0,221112.0,1003704,,,
1003706.0,110000375889.0,2023.0,"COOPER TIRE COMPANY, THE",1804 SOUTH GREEN STREET,TUPELO,MS,38804,LEE COUNTY,THE GOODYEAR TIRE & RUBBER CO,200 Inovation Way,Akron,OH,44316,100.0,326211.0,1003706,34.232236,-88.710561,Direct Point Emitters
1003707.0,110070746904.0,2023.0,Philip Morris USA,3601 Commerce Road,Richmond,VA,23234,RICHMOND CITY,ALTRIA GROUP INC,6601 West Broad Street,Richmond,VA,23230,100.0,312230.0,1003707,37.47321,-77.42943,Direct Point Emitters
1003708.0,110000591930.0,2023.0,AEP Corporate SF6 Emissions,1 Riverside Plaza,Columbus,OH,43215,WASHINGTON COUNTY,AMERICAN ELECTRIC POWER CO INC,1 Riverside Plaza,Columbus,OH,43215,94.6,221112.0,1003708,39.588493,-81.682523,SF6 from Elec. Equip.
1003709.0,110000395260.0,2023.0,U.S. DOE PORTSMOUTH GASEOUS DIFFUSION PLANT,3930 US ROUTE 23 SOUTH,PIKETON,OH,45661,PIKE COUNTY,US GOVERNMENT,,,,,,325180.0,1003709,39.010113,-83.026022,Direct Point Emitters
1003710.0,110014327905.0,2023.0,"EAGLE POINT LANDFILL, LLC",8880 OLD FEDERAL RD,BALL GROUND,GA,30107,FORSYTH COUNTY,GFL ENVIRONMENTAL HOLDINGS (US) INC,3301 BENSON DRIVE SUITE 601,RALEIGH,NC,27609,100.0,562212.0,1003710,34.32319,-84.24657,Direct Point Emitters
1003711.0,110043686133.0,2023.0,"Wolf Creek Landfill, LLC",911 Landfill Road,Dry branch,GA,31020,TWIGGS COUNTY,WASTE MANAGEMENT INC,"800 Capitol, Suite 3000",Houston,TX,77002,100.0,562212.0,1003711,32.77054,-83.4378,Direct Point Emitters
1003712.0,110070293692.0,2023.0,FRESENIUS MEDICAL CARE,475 W 13TH ST,OGDEN,UT,84404,WEBER COUNTY,FRESENIUS MEDICAL CARE HOLDINGS INC,920 Winter Street,Waltham,MA,02451-1457,100.0,325412.0,1003712,41.2433,-111.989,Direct Point Emitters
1003713.0,110043812247.0,2023.0,INDIANA UNIVERSITY,1514 E. 3rd St.,BLOOMINGTON,IN,47405,MONROE COUNTY,TRUSTEES OF INDIANA UNIVERSITY,1514 E. 3Rd St.,Bloomington,IN,47401,100.0,611310.0,1003713,39.16425,-86.515004,Direct Point Emitters
1003714.0,110029312349.0,2023.0,Iroquois Bio Energy Company,751 West State Road 114,Rensselaer,IN,47978,JASPER COUNTY,IROQUOIS BIO-ENERGY CO LLC,751 W. St. Rd. 114 P.O. Box 218,Rensselaer,IN,47978,100.0,325193.0,1003714,40.933056,-87.067222,Direct Point Emitters
1003716.0,110001716965.0,2023.0,"Ferroglobe USA Bridgeport, LLC, FKA-TENNESSEE ALLOYS CORPORATION",101 GARNER RD,BRIDGEPORT,AL,35740,JACKSON COUNTY,GLOBE SPECIALTY METALS INC,"600 Brickell Avenue, Suite 3100",Miami,FL,33131,100.0,331110.0,1003716,34.94458,-85.69987,Direct Point Emitters
1003717.0,,2023.0,Viosca Knoll 989,,Offshore,LA,0,,TALOS ENERGY INC,"333 Clay St., Suite 3300",Houston,TX,77002,100.0,211120.0,1003717,28.97303233,-88.62598209,Direct Point Emitters
1003718.0,110025331674.0,2023.0,BENTONITE PERFORMANCE MINERALS LLC LOVELL,789 HWY 14A,LOVELL,WY,82431,BIG HORN COUNTY,HALLIBURTON CO,3000 N. Sam Houston Parkway East,Houston,TX,77032,100.0,212323.0,1003718,44.82434,-108.14365,Direct Point Emitters
1003719.0,110071162478.0,2023.0,Lignite Gas Plant,,Lignite,ND,58752,BURKE COUNTY,STEEL REEF BURKE LLC,"518 – 17 St., Suite 1520",Denver,CO,80202,100.0,211130.0,1003719,,,
1003720.0,110001226058.0,2023.0,Texas Gas Transmission - Youngsville Station,4443 VEROT SCHOOL RD,YOUNGSVILLE,LA,70592,LAFAYETTE PARISH,LOEWS CORP,667 Madison Avenue,New York,NY,10065-8087,100.0,486210.0,1003720,30.0875,-92.02997,Direct Point Emitters
1003721.0,,2023.0,South Marsh Island SM 217,,Offshore,LA,0,,NRW LLC,4514 Cole Ave. Suite 1100,Dallas,TX,75205,100.0,211120.0,1003721,29.4412,-92.0615,Direct Point Emitters
1003722.0,110000787346.0,2023.0,UNIVERSITY OF DELAWARE,222 SOUTH CHAPEL STREET,NEWARK,DE,19716,NEW CASTLE COUNTY,UNIVERSITY OF DELAWARE,222 S. Chapel Street,Newark,DE,19716,100.0,611310.0,1003722,39.67548,-75.74335,Direct Point Emitters
1003724.0,110005191078.0,2023.0,AIR LIQUIDE - CORPUS CHRISTI SMR,5880 UP RIVER ROAD,CORPUS CHRISTI,TX,78407,NUECES COUNTY,AMERICAN AIR LIQUIDE HOLDINGS INC,"2700 Post Oak Blvd, Suite 1800",Houston,TX,77056,100.0,325120.0,1003724,27.813911,-97.472347,Direct Point Emitters
1003725.0,110006152689.0,2023.0,FLORIDA GAS TRANSMISSION COMPANY - SILVER SPRINGS,19555 NE CR 314,SILVER SPRINGS,FL,32134,MARION COUNTY,ENERGY TRANSFER LP,"8111 Westchester Dr, Suite 600",Dallas,TX,75225,50.0,486210.0,1003725,29.297759,-81.833202,Direct Point Emitters
1003726.0,110000314847.0,2023.0,GLOBALFOUNDRIES U.S. 2 LLC - Vermont Facility,1000 RIVER STREET - B966,ESSEX JUNCTION,VT,5452,CHITTENDEN COUNTY,GLOBALFOUNDRIES US INC,2600 Great America Way,Santa Clara,CA,95054,100.0,334413.0,1003726,44.481839,-73.090501,Direct Point Emitters
1003729.0,110013814685.0,2023.0,FLORIDA GAS TRANSMISSION COMPANY - THONOTOSASSA,10171 COUNTY ROAD 579,THONOTOSASSA,FL,33592,HILLSBOROUGH COUNTY,ENERGY TRANSFER LP,"8111 Westchester Dr, Suite 600",Dallas,TX,75225,100.0,486210.0,1003729,28.044672,-82.301672,Direct Point Emitters
1003730.0,110005184497.0,2023.0,AIR LIQUIDE - FREEPORT HYCO PLANT,2398 VICTORIA ROAD,FREEPORT,TX,77541,BRAZORIA COUNTY,AMERICAN AIR LIQUIDE HOLDINGS INC,"2700 Post Oak Blvd, Suite 1800",Houston,TX,77056,100.0,325120.0,1003730,28.98037,-95.38396,Direct Point Emitters
1003732.0,110063275726.0,2023.0,"MODERN LANDFILL, INC",1445 PLETCHER ROAD,MODEL CITY,NY,14107,NIAGARA COUNTY,MODERN LANDFILL INC,4746 Model City Road,Model City,NY,14107,100.0,562212.0,1003732,43.20882,-78.98108,Direct Point Emitters
